Time[GMT],current_u[cm/s](10m),current_v[cm/s](10m),current_u[cm/s](14m),current_v[cm/s](14m),current_u[cm/s](18m),current_v[cm/s](18m),current_u[cm/s](22m),current_v[cm/s](22m),current_u[cm/s](26m),current_v[cm/s](26m),current_u[cm/s](30m),current_v[cm/s](30m),current_u[cm/s](34m),current_v[cm/s](34m),current_u[cm/s](38m),current_v[cm/s](38m),current_u[cm/s](42m),current_v[cm/s](42m),current_u[cm/s](46m),current_v[cm/s](46m),current_u[cm/s](50m),current_v[cm/s](50m),current_u[cm/s](54m),current_v[cm/s](54m),current_u[cm/s](58m),current_v[cm/s](58m),current_u[cm/s](62m),current_v[cm/s](62m)
2013/11/25 18:00,25.03,6.71,25.16,6.65,25.13,6.74,24.82,5.7,25.11,6.11,23.52,5.83,21.82,4.89,18.48,4.19,16.41,3.45,17.02,3.84,15.96,4.57,14.53,4.13,12.6,5.63,9.93,7.53
2013/11/25 19:00,17.79,6.8,16.24,6.74,15.16,7.88,14.04,8.47,12.72,9.01,11.74,9.13,10.32,9.01,8.8,7.81,6.81,7.83,4.9,7.56,2.77,7.02,0.44,5.05,-0.18,4.34,-0.82,5.08
2013/11/25 20:00,16.25,3.29,15.19,2.66,15.3,2.27,14.71,1.47,13.01,1.57,11.52,1.64,11.12,0.58,9.45,0.9,7.68,0.88,5.26,1.61,3.71,0.51,3.07,-0.11,2.98,-2.23,2.3,-3.06
2013/11/25 21:00,13.6,1.02,13.72,0.95,13.76,1.17,13.38,1.06,13.38,1.37,13.57,1.12,14.1,0.75,13.8,0.35,13.7,1.36,14.32,2.08,12.64,3.13,9.04,3.6,4.51,4.41,1.96,4.89
2013/11/25 22:00,17.34,-6.1,17.06,-5.87,17.32,-6.73,17.51,-6.99,18.13,-6.27,17.88,-5.83,18.89,-6.04,19.05,-5.89,19.94,-5.72,20.32,-5.92,19.55,-6.15,18.45,-5.97,16.27,-5.69,14.23,-4.12
2013/11/25 23:00,14.82,-5.72,14.24,-6.21,14.17,-6.33,13.17,-5.8,14.02,-6.17,14.1,-6.46,12.4,-7.4,11.72,-8.23,11.47,-8.1,11.9,-8.49,11.56,-8.39,11.49,-8.51,10.04,-9.58,10.25,-8.89
2013/11/26 0:00,15.05,-5.44,14.92,-6.73,15.04,-7.11,14.96,-6.51,15.05,-6.8,14.9,-7.36,15.07,-8.25,14.28,-8.39,14.12,-8.55,14.77,-8.97,14.62,-8.5,15.07,-8.25,14.52,-8.84,13.03,-7.73
2013/11/26 1:00,16.25,-1.51,15.45,-0.92,15.85,-1.22,15.89,-2.04,15.46,-2.7,15.77,-3.02,15.96,-2.96,15.67,-3.37,15.29,-3.17,15.56,-4.03,15.74,-4.29,15.16,-4.78,14.77,-5.21,13.94,-5.25
2013/11/26 2:00,17.61,-1.52,17.04,-1.69,16.51,-2.69,15.76,-3.65,15.65,-4,15.76,-4.7,15.29,-4.53,14.95,-4.42,14.48,-5.3,14.81,-4.67,15.23,-4.34,15.3,-2.85,14.03,-1.77,12.28,-1.16
2013/11/26 3:00,18.97,-5.28,19.65,-4.76,20.43,-5.26,20.72,-4.85,20.76,-4.63,20.5,-5.13,20.02,-5.28,19.52,-5.01,19.36,-4.85,21.66,-5.19,22.47,-5.78,20.88,-6.37,18.6,-6.13,16.92,-6.43
2013/11/26 4:00,43.67,-1.92,42.73,-2.62,41.16,-4.67,39.65,-5.86,37.31,-7.1,34.67,-7.7,31.75,-8.07,28.73,-8.47,26.64,-8.48,25.12,-8.63,22.63,-8.35,20.59,-7.82,18.93,-7.18,16.82,-6.78
2013/11/26 5:00,43.28,5.5,42.02,5.53,40.84,4.96,39.21,4.46,36.82,2.68,32.67,0.89,30.14,-0.41,26.11,-0.91,24.1,-0.16,24.06,0.66,23.34,-0.08,22.93,-0.1,22.25,-0.94,19.62,-2.26
2013/11/26 6:00,39.47,6,39.05,5.66,37.12,5.81,35.48,5.72,33.88,6.17,30.34,6.45,27.01,7.42,22.76,6.96,19.66,5.8,18.28,3.5,17.48,2,17.33,2.16,15.57,2.77,12.43,2.44
2013/11/26 7:00,32.41,5.83,31.93,5.37,32.69,5.6,32.04,4.99,30.75,5.11,28.42,4.51,24.14,5.18,20.13,6.68,16.1,7.54,13.48,7.89,11.67,6.29,10.27,4.71,8.03,3.5,5.86,2.73
2013/11/26 8:00,29.32,1.23,28.72,-0.21,27.95,-0.45,27.06,0.43,26.62,0.82,25.81,1.09,25.13,1.62,23.46,0.9,22.95,0.85,20.74,1.95,16.51,2.43,12.86,3.09,9.38,3.18,7.34,2.66
2013/11/26 9:00,24.12,6.96,24.66,6.91,24.82,7.07,25.13,7.06,24.3,7.74,23.72,7.57,22.19,8.14,20.26,9.33,19.06,9.49,16.83,10.27,13.86,9.05,10.25,8.89,7.22,9.21,4.86,10.79
2013/11/26 10:00,21.29,-2.59,20.35,-2.25,20,-2.15,20.16,-2.31,20.13,-1.9,19.79,-1.79,19,-0.57,17.07,-0.43,16.51,-0.29,14.42,0.02,12.47,1.62,8.08,1.95,5.68,1.95,3.52,2.85
2013/11/26 11:00,29.3,-4.53,28.11,-5.42,28.58,-5.59,28.51,-4.67,28.58,-4.54,28.64,-4.73,28.57,-4.86,27.17,-5.08,25.5,-4.75,23.01,-4.47,20.4,-2.76,17.74,-1.58,15.81,-1.44,15.15,-2.69
2013/11/26 12:00,26.55,-7.15,27.51,-6.86,27.54,-6.64,27.79,-6.77,28.07,-7,27.82,-7.18,27.34,-7.01,25.68,-7.73,23.26,-8.36,20.67,-8.43,18.23,-7.29,16.24,-5.91,14.6,-5.68,12.37,-6.26
2013/11/26 13:00,22.15,-3.37,23.01,-3.11,22.39,-2.78,21.78,-3.17,21.86,-3.77,20.71,-4.12,20.74,-4.22,20.92,-4.48,19.83,-3.98,17.54,-3.32,15.41,-1.15,14.73,-0.62,12.78,-0.07,10.08,-1.83
2013/11/26 14:00,24.18,-3.17,24.04,-2.69,23.13,-2.45,22.7,-3.1,21.84,-3.36,21.12,-4.1,19.82,-4.29,17.53,-4.68,16.39,-5.03,15.84,-2.9,15.54,0.15,16.89,-0.17,16.48,-1.24,14,-1.68
2013/11/26 15:00,20.85,1.57,21.08,0.48,21.57,0.95,20.6,1.7,19.38,2.27,18.45,1.56,17.18,1.28,17.02,1.44,16.08,1.78,16.22,2.35,17.13,3.15,18.72,3.42,18.25,3.59,16.35,3.64
2013/11/26 16:00,18.95,0.25,19.31,0.47,18.04,0.5,18.07,0.4,18.67,0.17,18.43,-0.43,18.87,0.86,20.37,1.1,24.46,1.73,26.49,2.97,24.55,3.85,21.79,3.63,18.89,3.89,16.49,4.21
2013/11/26 17:00,20.37,1.1,20.46,0.82,20.08,1.02,19.94,1.81,20.45,3.22,22.87,5.22,25.56,7.71,27.42,7.44,27.2,7.48,30.56,10.18,31.29,10.19,30.01,8.55,25.55,6.03,22.15,5.2
2013/11/26 18:00,3.62,3.2,3.58,4.02,3.92,7.37,4.83,10.89,6.48,12.33,8.3,14.56,10.51,15.55,12.57,14.3,13.66,11.08,15.87,11.02,17.3,9.78,18.62,8.52,17.48,5.76,16.3,5.51
2013/11/26 19:00,11.02,9.44,12.91,10.43,16.35,10.12,19.24,10.27,19.68,10.2,21.03,9.88,23.41,9.98,24.93,10.13,24.17,8.85,27.4,9.21,27.61,8.55,25.7,8.28,23.55,7.1,21.17,6.68
2013/11/26 20:00,8.37,3.4,11.19,4.78,13.19,6.44,14.28,6.66,15.72,6.38,17.79,6.8,20.07,5.51,21.4,4.56,21.69,2.24,23.56,0.93,24.1,-0.16,24.04,-1.33,21.85,-3.05,17.06,-4.51
2013/11/26 21:00,9.32,8.18,11.63,9.83,16.16,9.75,18.07,9.29,19.29,8.72,19.83,8.68,21.84,9.29,22.2,8.78,20.68,7.26,22.44,8.01,21.43,6.87,19.56,4.41,17.54,3.17,13.59,3.42
2013/11/26 22:00,18.86,9.11,18.05,6.98,17.18,5.36,16.18,4.53,14.89,3.3,14.26,2.27,14.06,0.53,13.39,-2.08,14.1,-3.01,13.54,-3.91,12.9,-5.26,11.89,-5.36,10.75,-5.08,6.05,-3.38
2013/11/26 23:00,13.75,10.79,12.29,8.04,11.58,6.57,10.35,5.47,9.29,4.51,8.07,4.04,7.05,2.26,7.17,0.83,7.07,0.8,7.63,1.71,8.61,2.95,9.35,3.28,8.52,1.56,5.42,-0.96
2013/11/27 0:00,11.06,15.82,10.3,12.14,9.62,10.26,9.49,8.97,7.76,7.81,7.52,7.21,7.67,6.74,8.13,6.25,7.25,6.4,6.96,6.31,8.87,5.53,10,1.49,8.58,-2.08,3.43,-3.34
2013/11/27 1:00,10.78,15.01,11.65,12.87,11.58,11.38,10.94,8.68,9.26,7.33,9.45,6.03,9.72,5.48,10.46,4.77,11.73,3.69,13.43,-0.49,13.71,-4.49,10.4,-7.69,7.08,-10.17,4.64,-13.12
2013/11/27 2:00,4.4,6.47,4.6,5.48,4.77,3.55,4.89,1.81,5.12,1.04,6.75,0.5,7.97,-0.07,8.66,-2.68,10.04,-4.46,10.39,-6.97,9.77,-9.04,6.21,-9.71,3.02,-10.58,1.2,-12.81
2013/11/27 3:00,13.95,1.23,13.35,1.47,13.8,1.71,13.69,2.09,13.68,1.78,14.94,1.75,14.29,1.13,14.06,0.53,14.7,-0.53,14.41,-0.61,13.9,-2.02,12.04,-3.12,8.4,-4.23,4.13,-7
2013/11/27 4:00,17.81,-4.91,17.71,-2.53,17.37,0.29,16.96,1.63,16.58,1.51,16.69,0.82,16.84,0.65,15.88,0.05,16.03,-0.43,15.85,-1.22,14.44,-2.07,12.14,-1.73,11.64,-0.1,8.7,-1.1
2013/11/27 5:00,17.71,-9.02,17.06,-8.59,17.12,-7.42,17.72,-5.98,19.75,-4.42,19.81,-0.84,20.32,0.57,20.85,1.57,19.44,2.08,19.15,1.67,17.17,2.32,14.81,2.86,15.11,2.22,13.72,2
2013/11/27 6:00,11.86,-2.54,12.6,-3.26,11.01,-3.85,11.51,-2.76,10.66,-1.34,11.13,-0.15,13.13,1.51,13.81,3.07,12.43,3.8,13.31,4.7,12.24,5.1,9.19,6.89,6.69,8.22,7.1,8.24
2013/11/27 7:00,9.86,3.33,10.58,1.66,10.02,-0.28,9.12,-2.13,8.99,-2.38,9.21,-1.05,10.71,0.87,12.34,1.37,12.15,2.67,12.45,3.07,11.7,3.47,11.38,6.2,10.51,7.71,9.21,8.88
2013/11/27 8:00,4.67,6.97,5.82,6.28,5.72,5.93,7.53,5.13,8.48,3.74,9.75,2.67,11.29,2.41,12.13,1.72,12.8,1.93,13.43,0.55,14.37,0.21,14.55,-0.05,15.41,1.26,15.91,2.35
2013/11/27 9:00,13.27,4.48,12.69,3.98,11.74,4.01,12.63,4.18,12.19,2.89,11.88,0.81,11.55,0.19,11.12,-0.47,10.87,-1.7,10.22,-2.31,10.88,-2.74,10.91,-3.88,10,-5,10.95,-5.02
2013/11/27 10:00,19.36,6.44,16.24,5.7,13.05,4.51,10.98,4.09,10.58,4.38,9.93,3.77,8.75,3.2,7.11,2.38,7.4,1.11,8.71,0.26,11.43,-0.79,13.7,-1.04,12.67,-1.77,10.28,-1.46
2013/11/27 11:00,20.82,6.47,19.57,4.73,17.65,2.47,15.6,1.32,12.75,0.03,9.82,-0.66,7.42,-0.66,5.78,-0.43,5.57,-1.12,6.02,-2.24,7.98,-3.52,9,-5.82,8.35,-7.48,7.65,-7.59
2013/11/27 12:00,17.33,-1.29,18.85,-2.5,17.29,-4.23,17.08,-6.28,16.04,-7.33,13.71,-8.25,10.95,-8.47,8.49,-8.28,8.2,-8.37,9.41,-9.57,9.16,-11.84,8.59,-14.42,6.29,-16.48,5.18,-17.97
2013/11/27 13:00,12.04,-0.4,11.65,0.53,12.09,-2.26,11.66,-2.92,10.4,-4.25,9.95,-6.89,8.14,-8.49,5.17,-9.71,3.87,-9.59,4.63,-12.07,2.96,-15.51,0.24,-18.23,-1.41,-18.31,-3.24,-18.14
2013/11/27 14:00,10.08,4.65,10.17,3,8.57,1.05,7.74,1.01,9.06,-0.89,8.12,-4,6.18,-8.25,4.78,-11.19,1.8,-15.13,0.18,-20.44,-2.4,-23.95,-4.71,-23.92,-5.47,-22.48,-7.21,-22.59
2013/11/27 15:00,16.47,9.74,15.8,8.18,13.9,7.91,11.54,8.76,9.64,7.13,8.64,2.54,9,-0.7,9.66,-3.22,8.92,-7.63,6.3,-12.4,1.86,-14.28,-2.19,-14.37,-5.35,-13.97,-8.24,-13.08
2013/11/27 16:00,28.58,15.64,27.3,13.99,24.23,10.02,21.75,9.58,22.01,8.72,23.97,12.24,18.4,8.55,20.01,9.46,17.65,3.83,15.91,-1.41,14.72,-4.7,11.44,-5.6,7.83,-5.76,4.38,-5.77
2013/11/27 17:00,30.07,23.41,28.27,23.81,26.23,20.57,27.74,18.73,27.66,15.57,23.8,18.26,20.05,5.92,20.27,7.24,21.74,1.42,20.5,2.71,17.68,1.01,15,-1.17,9.64,-2.8,6.04,-2.65
2013/11/27 18:00,26.34,21.23,27.07,18.52,21.42,14.08,24.95,18.61,24.91,19.43,23.35,19.06,21.68,18.03,19.59,16.65,17.11,19.97,14.64,17.44,10.28,15.27,5.45,12.96,-0.44,10.32,-7.08,7.77
2013/11/27 19:00,30.25,20.44,31.54,18.95,28.39,14.54,30.7,16.91,29.28,16.06,27.74,14.96,25.56,12.84,22.64,11.11,20.22,9.11,18.58,7.98,13.93,8.13,7.69,6.32,1.3,5.31,-6.13,3.98
2013/11/27 20:00,30.82,14.44,30.29,12.08,23.97,8.48,27.76,10.79,27.02,10.14,24.64,8.68,21.76,7.49,18.08,5.84,14.74,5.13,10.8,5.39,5.88,6.08,-1.02,6.07,-8.8,5.88,-14.63,5.78
2013/11/27 21:00,33.34,8.62,31.57,6.52,27.61,4.78,29.67,4.89,29,4.68,26.51,3.92,23.83,2.79,19.8,2.6,15.74,2.2,10.83,4.25,5.3,5.91,0.85,7.48,-3.87,8.23,-8.83,9.74
2013/11/27 22:00,32.14,-1.15,30.4,-2.31,28.35,-3.46,27.14,-3.94,26.39,-4.58,24.63,-4.29,22.65,-5,19.28,-4.25,16.31,-3.07,12.39,-1.54,8.67,0.04,5.42,2.81,2.45,5.66,-1,8.06
2013/11/27 23:00,28.32,-3.37,25.7,-5.74,21.78,-6.94,18.9,-6.77,16.65,-5.89,14.26,-5.26,11.92,-5.14,8.82,-2.85,7.4,-2.65,5.18,-0.51,2.63,2.69,0.21,4.77,-0.55,7.26,-1.82,9.38
2013/11/28 0:00,25.19,-16.04,24.94,-16.95,20.84,-19.25,18.18,-19.43,13.53,-19.29,11.31,-18.19,9.5,-17.38,7.4,-16.35,6.18,-14.74,4.36,-12.89,3.29,-11.44,1.72,-8.36,0.64,-5.87,0.38,-2.6
2013/11/28 1:00,23.78,-16.89,20.97,-19,15.79,-18.81,12.29,-18.31,9.37,-17.32,7.57,-14.84,6.78,-13.61,6.17,-11.29,6.31,-9.36,6.83,-6.59,6.87,-4.7,7.32,-3.09,7.26,-0.81,7.93,0.75
2013/11/28 2:00,10.69,-12.73,8.3,-13.46,4.81,-13.69,1.95,-12.89,-1.04,-12.34,-2.56,-8.73,-1.89,-7.16,-0.59,-7.29,-0.15,-4.65,0.19,-2.66,1.26,-1.39,3.41,1.15,5.53,2.42,7.67,2.97
2013/11/28 3:00,14.7,-12.86,13.28,-12.99,11.83,-12.7,10.25,-10.25,9.29,-6.78,9.77,-7.68,10.15,-7.56,10.43,-8.11,12.58,-7.97,14.29,-6.72,14.76,-4.17,16.51,-3.74,18.37,-4,19.9,-6.26
2013/11/28 4:00,7.52,-15.69,6.93,-13.78,5.8,-11.09,4.24,-7.38,3.32,-3.69,4.53,-3.53,9.35,-3.21,12.13,-4.45,13.06,-5.42,13.19,-6.21,13.97,-5.66,16.19,-5.4,18.9,-6.77,20.62,-7.6
2013/11/28 5:00,5.27,-10.73,4.91,-7.49,4.05,-3.68,2.88,-2.57,2.81,-1.34,2.61,2.05,3.33,5.52,4.89,7.25,6.73,7.08,8.39,6.43,9.34,4.32,11.22,1.96,12.82,0.15,15.11,-1.87
2013/11/28 6:00,5.95,-7.49,5.47,-3.87,5.34,-0.36,3.98,2.37,3.86,3.79,4.15,6.6,6.33,9.05,7.59,10.06,8.25,9.95,8.64,9.02,9.25,7.01,9.57,4.6,10.38,0.25,8.87,-4.4
2013/11/28 7:00,3.21,-7.07,2.17,-4.36,1.27,-3.48,2.73,-0.73,1.59,0.28,1.06,3.04,2.72,6.16,3.52,7.98,4.41,9.19,4.13,9.42,2.9,8.63,1.2,7.37,0.09,6.2,-1.2,4.96
2013/11/28 8:00,1.52,6.32,2.62,7.18,2.89,6.95,4.04,7.3,5.41,7.61,6.46,7.94,8.27,9.22,10.43,9.67,13.01,10.46,14.06,9.42,15.1,8.07,14.11,6.19,12.94,3.85,11.74,1.29
2013/11/28 9:00,13.32,2.61,14.08,3.89,12.56,5.09,12.1,6.94,12.3,7.32,13.31,7.1,15.39,8.16,17.24,8.93,20,9.15,21.36,7.78,20.02,6.01,18.73,4.05,16.96,1.63,16.22,-0.37
2013/11/28 10:00,3.25,5.8,4.07,8.57,4.58,9.66,4.92,9.56,4.44,9.41,4.69,10.32,5.31,11.03,6.2,11.52,7.22,10.57,7.64,8.19,7.53,6.49,4.8,4.81,2.66,2.59,1.15,0.35
2013/11/28 11:00,18.73,0.29,17.92,1.92,16.39,3.86,15.57,5.18,15.7,4.07,16.65,4.36,16.34,4.37,17.61,3.29,17.38,1.97,17.55,1.08,16.14,-0.82,12.83,-1.62,10.19,-2.53,7.87,-4.18
2013/11/28 12:00,17.38,-0.75,16.87,-0.8,17.48,-1.77,17.81,-2.5,15.3,-1.81,14.59,0.17,15.04,0.73,13.69,1.05,13.14,0.46,12.35,0.64,11.21,0.6,8.6,1.27,5.12,0,1.93,-1.19
2013/11/28 13:00,12.56,-4.84,11.26,-3.67,11.21,-3.16,10.01,-4.36,10.78,-4.13,10.97,-4.07,10.68,-4.16,10.65,-4.06,10.37,-3.83,10.37,-4.15,7.86,-4.5,4.99,-4.02,1.19,-2.88,-2.16,-1.81
2013/11/28 14:00,18.43,-7.96,17.74,-7.75,17.71,-6.3,16.13,-5.21,14.2,-5.07,15.93,-5.59,15.67,-4.73,14.84,-4.77,12.85,-3.39,10.94,-2.61,6.41,-3.17,2.92,-4.75,0.92,-5.05,1.28,-3.16
2013/11/28 15:00,4.88,-10.85,4.74,-10.37,4.62,-8.94,4.59,-7.49,4.76,-7.02,4.47,-6.06,5.61,-5.71,6.51,-4.18,6.59,-3.42,5.65,-3.08,2.77,-2.92,-0.89,-2.57,-3.83,-1.49,-5.94,0.28
2013/11/28 16:00,15.07,-14.74,15.07,-14.74,14.47,-14.5,14.59,-14.88,12.88,-14.78,11.16,-14.26,9.59,-12.55,8.38,-10.3,8.4,-8.31,8.24,-5.74,7.79,-4.62,6.96,-3.62,6.06,-1.7,4.93,-0.06
2013/11/28 17:00,19.09,-13.19,19.17,-12.75,18.37,-12.89,18.45,-13.49,17.29,-12.07,16.44,-10.66,15.76,-8.46,14.87,-6.22,15.26,-3.07,15.47,-1.02,16.52,1.39,16.67,3.63,16.93,5.49,17.13,5.55
2013/11/28 18:00,18.49,-13.27,19.67,-14.06,20.2,-13.06,16.58,-10.09,15.53,-7.7,15.8,-5.52,14.46,-3.53,15.21,-1.52,15.77,0.74,16.76,2.3,18.27,3.18,19.93,3.9,20.65,6,20.41,6.76
2013/11/28 19:00,6.92,-11.69,5.96,-11.98,5.07,-11.1,6.05,-9.86,7.63,-7.5,7.89,-5.64,8.36,-3.4,9.58,-1.57,10.66,0.02,11.77,2.55,12.9,4.67,15.11,7.02,15,9.08,16.16,10.07
2013/11/28 20:00,18.08,-15.7,19.63,-14.28,19.9,-12.42,19.88,-10.97,19.14,-11.3,18.75,-9.33,17.96,-7.79,17.96,-5.38,19.66,-3.09,20.87,-1.57,23.49,0.8,26.13,2.45,28.71,3.23,30.08,4.91
2013/11/28 21:00,10.25,-10.25,9.17,-10.16,9.21,-8.58,8.83,-6.29,10.01,-4.68,10.02,-4.05,10.57,-3.78,10.97,-2.71,11.81,-2.04,13.42,-0.81,15.67,0.4,17.06,1.66,19.27,2.65,20.26,3.16
2013/11/28 22:00,11.8,-1.31,11.12,-0.47,11.2,-0.03,13.23,1.53,13.77,2.85,15.66,5.21,16.76,4.7,17.87,3.79,18.81,3.14,19.92,3.27,22.28,4.09,24.86,4.88,27.02,5.33,29.9,5.48
2013/11/28 23:00,10.42,-3.3,11.02,-2.17,11.58,-2.31,11.3,-2.09,11.69,-0.61,12.2,0.8,13.64,0.2,15.22,0.16,16.29,0.07,17.68,1.33,19.91,1.91,21.92,1.16,24.21,1.86,25.9,2.17
2013/11/29 0:00,-0.51,-3.81,0.97,-2.84,0.91,-1.6,1.9,-0.05,1.37,0.31,1.99,1.03,2.53,2.34,4.41,1.98,6.12,1.87,7.84,1.04,9.44,0.59,11.7,-0.29,14.05,-1.14,15.61,-1.81
2013/11/29 1:00,5.25,2.34,5.61,2.86,7.08,2.16,8.5,2.29,8.58,2.73,8.4,3.3,9.56,2.92,11.11,2.66,12.8,2.24,14.99,2.28,16.62,0.69,18.7,0.39,19.77,-0.02,20.14,-0.22
2013/11/29 2:00,12.08,-6.34,12.35,-5.85,13.04,-7.1,12.4,-7.71,11.71,-8.55,11.69,-8.14,11.95,-7.95,12.54,-8.19,12.77,-7.91,13.08,-9.28,13.94,-9.33,14.4,-9.82,15.86,-10.84,17.05,-11.31
2013/11/29 3:00,12.31,-3.66,12.8,-4.24,12.73,-4.37,12.72,-3.64,13.28,-2.74,13.47,-2.68,13.96,-2.22,14.77,-2.49,15.91,-2.77,17.32,-2.96,18.29,-2.36,19.94,-3.31,20.44,-3.58,19.41,-5.67
2013/11/29 4:00,18.72,-1.39,19.07,-1.49,19.11,-2.31,18.97,-1.84,18.64,-0.78,18.34,-0.46,18.83,0.32,19.92,-0.18,20.17,-0.63,21.4,-0.57,22.25,-0.62,23.24,-1.47,22.9,-2.72,20.63,-4.88
2013/11/29 5:00,10.27,-5.54,11.27,-4.71,11.89,-4,11.56,-3.26,11.3,-2.4,12.93,-1.59,12.77,-1.74,12.46,-2.46,13.35,-2.3,15.09,-3.54,16.09,-4.39,16.9,-6.02,15.47,-7.5,12.92,-8.39
2013/11/29 6:00,18.56,0.86,19.29,1.19,19.29,0.88,19.46,1.35,19.25,2.02,20.39,3.1,20.92,3.05,21.61,2.53,22.52,2.6,23.13,1.63,23.82,1.43,22.01,1.19,19.35,1,16.18,0.45
2013/11/29 7:00,20.74,5.71,20.67,6.95,20.56,7.33,20.11,7.4,19.3,6.63,20.41,6.45,20.41,6.45,20.44,6.67,20.16,6.9,21.34,7.15,20.92,6.81,21.42,6.55,21.03,7.16,19.62,6.63
2013/11/29 8:00,24.3,2.62,23.93,3.13,24.77,2.76,23.72,2.44,22.37,1.4,23.77,1.94,23.85,2.38,23.29,2.83,22.9,3.76,22.5,4.05,21.96,4.1,22.12,4.25,20.78,4.89,18.37,4.89
2013/11/29 9:00,20.36,7.27,21.02,6.84,20.57,6.6,20.54,6.7,18.73,5.1,20.82,5.11,20.96,4.63,20.62,3.69,20.13,2.91,19.98,2.03,19.32,0.78,18.1,0.31,16.55,-1.11,14.07,-1.55
2013/11/29 10:00,19.54,1.06,18.63,2.35,18.85,2.31,19.15,1.67,17.09,0.2,18.01,0.28,18.75,0.92,18.93,0.66,18.12,0.94,17.3,1.21,16.29,1.43,15.64,1.85,15.05,2.41,14.12,4.11
2013/11/29 11:00,12.54,-0.66,11.2,-1.07,12.01,-1.66,10.75,-1.63,9.31,-1.02,8.93,-0.82,7.98,-1.12,7.67,-0.79,6.94,0.55,6.21,0.54,5.96,0.36,5.1,0.09,5,0.06,4.52,1.28
2013/11/29 12:00,15.91,2.35,15.79,1.38,14.91,0.48,14.12,0.66,13.49,0.67,13.57,1.12,13.67,0.1,12.95,-0.96,11.99,-1.25,10.44,-1.31,9.65,-1.13,8.64,-1.23,8.59,-0.41,7.24,1.27
2013/11/29 13:00,10.9,-4.2,9.65,-3.53,9.32,-4.16,8.98,-4.05,7.92,-4.69,7.7,-4.65,7.14,-5.24,5.81,-5.65,4.95,-4.55,4.32,-3.18,2.75,-1.46,0.89,-1.19,-0.79,-1.18,-2.71,-0.72
2013/11/29 14:00,11.5,-5.48,11.27,-4.71,11.08,-4.77,10.65,-4.38,10.45,-4.75,10.63,-5.01,10.31,-5.32,9.64,-5.21,8.06,-5.48,7.45,-5.56,6.47,-4.4,5.82,-3.97,4.35,-4.32,1.94,-3.28
2013/11/29 15:00,17.09,-15.9,17.65,-16.35,18.35,-15.2,17.26,-14.38,17.11,-13.9,15.25,-13.95,13.22,-12.79,12.27,-12.77,10.61,-12.13,9.54,-12.04,8.45,-12.58,7.32,-11.98,5.84,-11.91,5.29,-11.14
2013/11/29 16:00,19.26,-8.96,19.42,-9.12,18.66,-10.08,17.3,-10.08,16.42,-9.93,15.59,-10.29,14.61,-10.17,13.98,-10.16,12.39,-9.07,10.95,-8.47,10.35,-7.19,8.43,-5.68,8.21,-4.29,9.74,-2.77
2013/11/29 17:00,19.51,-5.33,18.58,-6.03,18.85,-6.58,17.77,-6.49,17.88,-5.83,16.93,-4.76,16.18,-3.32,15.61,-1.81,14.5,-0.9,13.75,-0.5,13.84,-0.47,13.71,-0.72,12.56,-2.43,11.5,-3.07
2013/11/29 18:00,13.75,-4.27,12.69,-3.54,12.84,-3.71,12.57,-3.48,11.3,-3.45,12.02,-3.75,11.44,-4.24,11.44,-4.24,11.12,-4.55,11,-5.21,10.89,-5.87,10.48,-5.89,10.83,-6,10.04,-7.18
2013/11/29 19:00,12.68,0.95,13.16,1.41,13.04,1.48,11.98,0.84,11.87,0.49,12.79,0.25,12.82,0.47,13.31,0.93,14.15,0.25,13.86,-0.89,13.29,-1.06,13.44,-0.18,13.52,1.62,12.62,3.54
2013/11/29 20:00,13.64,5.32,13.78,5.89,13.98,6.26,13.6,6.14,11.54,4.68,13.89,5.19,14.13,4.74,13.94,4.68,13.28,3.75,12.67,3.04,12.77,2.34,12.78,2.65,10.9,3.33,11.48,3.51
2013/11/29 21:00,22.26,5.86,22.18,5.42,22.52,5,20.95,5.36,19.37,5.4,19.86,6.18,19.43,5.52,18.82,5.13,18.36,4.25,17.95,3.19,18.49,3.14,17.61,3.61,17.05,3.75,16.07,3.87
2013/11/29 22:00,20.05,8.64,20.01,8.1,19.83,7.32,19.22,7.24,17.08,5.01,19.51,5.96,19.4,6.66,18.69,6.24,17.87,6.2,17.12,6.59,17.33,6.24,15.87,5.9,15.19,5.38,12.79,5.37
2013/11/29 23:00,16.97,10.52,15.68,10.96,15.31,11.16,15.02,10.03,13.34,7.32,16.16,8.71,15.29,8.13,15.37,7.52,14.51,7.26,14.59,6.66,14.16,6,13.41,6.4,11.42,6.42,8.11,6.66
2013/11/30 0:00,7.72,2.46,7.94,3.79,8.05,3.09,9.16,3.22,8.37,2.04,8.55,2.82,8.47,2.07,8.19,2.61,7,1.72,6.41,1.96,5.8,1.56,6.4,1.64,5.38,1.23,3.91,0.88
2013/11/30 1:00,8.16,1.03,8.52,0.51,8.51,-0.12,8.26,0.01,10.18,-0.13,10.22,0.09,11.18,0.7,11.79,1.1,10.96,0.74,11.48,1.1,11.1,1.3,11.07,0.04,11.53,-0.76,10.07,-2.15
2013/11/30 2:00,10.77,-9.57,10.04,-10.94,9.89,-11.83,10.66,-11.28,11.52,-11.33,12.45,-10.62,12.91,-10.07,13.48,-8.53,12.74,-7.82,12.32,-8.15,11.76,-9.06,11.31,-9.3,11.9,-9.85,12.05,-10.33
